id;title;redirect_id;redirect_title;wikibase_item;pageviews;extracts;thumbnail;link;msg_erreur1;P31;P361;P279;P8225;P106;site_officiel;msg_erreur2;balise_mere
9524520;(14479) Plekhanov;0;null;Q2522925;3;(14479) Plekhanov est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14479)_Plekhanov;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9508361;(1448) Lindbladia;0;null;Q139267;1;(1448) Lindbladia est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(1448)_Lindbladia;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895828;(14480) 1994 PU1;0;null;Q19625797;2;(14480) 1994 PU1 est un astéroïde de la ceinture principale d'astéroïdes de 3,494 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14480)_1994_PU1;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895830;(14481) 1994 PO12;0;null;Q1480545;3;(14481) 1994 PO12 est un astéroïde de la ceinture principale d'astéroïdes de 6,524 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14481)_1994_PO12;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895832;(14482) 1994 PK15;0;null;Q1480547;4;(14482) 1994 PK15 est un astéroïde de la ceinture principale d'astéroïdes de 7,241 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14482)_1994_PK15;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895834;(14483) 1994 PZ22;0;null;Q1480550;5;(14483) 1994 PZ22 est un astéroïde de la ceinture principale d'astéroïdes de 3,593 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14483)_1994_PZ22;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895836;(14484) 1994 PU32;0;null;Q1480548;2;(14484) 1994 PU32 est un astéroïde de la ceinture principale d'astéroïdes de 2,610 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14484)_1994_PU32;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895838;(14485) 1994 RK11;0;null;Q19625798;3;(14485) 1994 RK11 est un astéroïde de la ceinture principale d'astéroïdes de 3,858 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14485)_1994_RK11;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9547841;(14486) Tuscia;0;null;Q2622697;3;(14486) Tuscia est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14486)_Tuscia;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9533576;(14487) Sakaisakae;13394249;(14487)_1994_TU2;Q18611439;1;(14487) Sakaisakae est un astéroïde de la ceinture principale.;null;https://fr.wikipedia.org/wiki/(14487)_Sakaisakae;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9533576;(14487) Sakaisakae;0;null;Q18611439;1;(14487) Sakaisakae est un astéroïde de la ceinture principale.;null;https://fr.wikipedia.org/wiki/(14487)_Sakaisakae;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895840;(14488) 1994 TF15;0;null;Q19625799;2;(14488) 1994 TF15 est un astéroïde de la ceinture principale d'astéroïdes de 4,135 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14488)_1994_TF15;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895843;(14489) 1994 UW;0;null;Q4541413;3;(14489) 1994 UW est un astéroïde de la ceinture principale d'astéroïdes de 2,105 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14489)_1994_UW;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
5592968;(144897) 2004 UX10;0;null;Q1944131;2;(144897) 2004 UX10 est un objet transneptunien de la famille des plutinos.;null;https://fr.wikipedia.org/wiki/(144897)_2004_UX10;Pas de message d'erreur Wikipedia;{Q3863, Q29370670};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
297006;(144898) 2004 VD17;0;null;Q139275;32;(144898) 2004 VD17 est un astéroïde Apollon découvert par LINEAR le 7 novembre 2004. <p>De février à mai 2006, il fut en tête de liste de l'échelle de Turin (niveau 2), qui calcule la probabilité et le risque de collision d'astéroïdes avec la Terre. Des calculs basés sur les observations de sa trajectoire montraient alors qu'il y avait une probabilité de 1 sur 2780[réf. nécessaire] pour que 2004 VD17 entre en collision avec la Terre le 4 mai 2102. De nouvelles observations ont ramené son classement...;null;https://fr.wikipedia.org/wiki/(144898)_2004_VD17;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9508362;(1449) Virtanen;0;null;Q139294;2;(1449) Virtanen est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(1449)_Virtanen;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895846;(14490) 1994 US2;0;null;Q4541407;3;(14490) 1994 US2 est un astéroïde de la ceinture principale d'astéroïdes découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14490)_1994_US2;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9567425;(144907) Whitehorne;0;null;Q1026629;2;(144907) Whitehorne est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(144907)_Whitehorne;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9533577;(14491) Hitachiomiya;13394250;(14491)_1994_VY2;Q1627829;2;(14491) Hitachiomiya est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14491)_Hitachiomiya;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9533577;(14491) Hitachiomiya;0;null;Q1627829;2;(14491) Hitachiomiya est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14491)_Hitachiomiya;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9533578;(14492) Bistar;13394252;(14492)_1994_VM6;Q1627833;4;(14492) Bistar est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14492)_Bistar;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9533578;(14492) Bistar;0;null;Q1627833;4;(14492) Bistar est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14492)_Bistar;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895848;(14493) 1994 WP3;0;null;Q4541409;3;(14493) 1994 WP3 est un astéroïde de la ceinture principale d'astéroïdes de 3,807 km de diamètre découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14493)_1994_WP3;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895850;(14494) 1994 YJ2;0;null;Q4541410;2;(14494) 1994 YJ2 est un astéroïde de la ceinture principale d'astéroïdes découvert en 1994.;null;https://fr.wikipedia.org/wiki/(14494)_1994_YJ2;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895852;(14495) 1995 AK1;0;null;Q19625800;2;(14495) 1995 AK1 est un astéroïde de la ceinture principale d'astéroïdes de 10,367 km de diamètre découvert en 1995.;null;https://fr.wikipedia.org/wiki/(14495)_1995_AK1;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895855;(14496) 1995 BK4;0;null;Q4541412;3;(14496) 1995 BK4 est un astéroïde de la ceinture principale d'astéroïdes de 8,474 km de diamètre découvert en 1995.;null;https://fr.wikipedia.org/wiki/(14496)_1995_BK4;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895857;(14497) 1995 DD;0;null;Q19625802;1;(14497) 1995 DD est un astéroïde de la ceinture principale d'astéroïdes de 6,910 km de diamètre découvert en 1995.;null;https://fr.wikipedia.org/wiki/(14497)_1995_DD;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9540789;(14498) Bernini;0;null;Q3597454;2;(14498) Bernini est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14498)_Bernini;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9533580;(14499) Satotoshio;0;null;Q2622630;3;(14499) Satotoshio est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14499)_Satotoshio;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
334199;(145) Adeona;0;null;Q139313;10;(145) Adeona est un astéroïde de la ceinture principale découvert par Christian Peters le 3 juin 1875, nommé d'après Adéona. En 2018 on lui a découvert une activité cométaire.<p>La sonde Dawn avait tout juste assez de carburant pour réaliser un survol, mais la NASA en a décidé autrement.;null;https://fr.wikipedia.org/wiki/(145)_Adeona;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9508364;(1450) Raimonda;0;null;Q139317;4;(1450) Raimonda est un astéroïde de la ceinture principale d'astéroïdes.;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/1450Raimonda_%28Lightcurve_Inversion%29.png/120px-1450Raimonda_%28Lightcurve_Inversion%29.png;https://fr.wikipedia.org/wiki/(1450)_Raimonda;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
6953266;(14500) Kibo;0;null;Q2473149;3;(14500) Kibo est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14500)_Kibo;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9528763;(14501) Tetsuokojima;0;null;Q2622672;2;(14501) Tetsuokojima est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14501)_Tetsuokojima;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9526651;(14502) Morden;0;null;Q2622678;2;(14502) Morden est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14502)_Morden;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895859;(14503) 1995 WW42;0;null;Q4541415;5;(14503) 1995 WW42 est un astéroïde de la ceinture principale d'astéroïdes de 2,549 km de diamètre découvert en 1995.;null;https://fr.wikipedia.org/wiki/(14503)_1995_WW42;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9528765;(14504) Tsujimura;0;null;Q608371;2;(14504) Tsujimura est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14504)_Tsujimura;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9526652;(14505) Barentine;0;null;Q2522888;2;(14505) Barentine est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14505)_Barentine;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895861;(14506) 1996 BL2;0;null;Q19625803;2;(14506) 1996 BL2 est un astéroïde de la ceinture principale d'astéroïdes de 2,942 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(14506)_1996_BL2;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9571300;(145062) Hashikami;0;null;Q3597456;2;(145062) Hashikami est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(145062)_Hashikami;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895863;(14507) 1996 CQ1;0;null;Q19625805;2;(14507) 1996 CQ1 est un astéroïde de la ceinture principale d'astéroïdes de 2,238 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(14507)_1996_CQ1;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9535196;(145075) Zipernowsky;0;null;Q1480551;3;(145075) Zipernowsky est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(145075)_Zipernowsky;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895865;(14508) 1996 DH2;0;null;Q19625806;3;(14508) 1996 DH2 est un astéroïde de la ceinture principale d'astéroïdes de 4,057 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(14508)_1996_DH2;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
0;null;0;null;null;0;null;null;null;null.No Query! Page Wikipedia NULL:(14509)_Lu�?enec;{null};{null};{null};{null};{null};null;null.Page Wikidata NULL Wikibase_item non existant;null
9508365;(1451) Granö;9550020;(1451)_Grano;Q139328;4;(1451) Granö est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(1451)_Gran%C3%B6;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9508365;(1451) Granö;0;null;Q139328;4;(1451) Granö est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(1451)_Gran%C3%B6;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895867;(14510) 1996 ES2;0;null;Q19625807;3;(14510) 1996 ES2 est un astéroïde de la ceinture principale d'astéroïdes de 5,983 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(14510)_1996_ES2;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9526653;(14511) Nickel;0;null;Q583613;1;(14511) Nickel est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14511)_Nickel;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895869;(14512) 1996 GL1;0;null;Q4541417;1;(14512) 1996 GL1 est un astéroïde de la ceinture principale d'astéroïdes de 3,509 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(14512)_1996_GL1;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9524522;(14513) Alicelindner;0;null;Q627940;1;(14513) Alicelindner est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14513)_Alicelindner;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895871;(14514) 1996 GA18;0;null;Q19625808;2;(14514) 1996 GA18 est un astéroïde de la ceinture principale d'astéroïdes de 4,172 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(14514)_1996_GA18;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9534972;(14515) Koichisato;0;null;Q507617;2;(14515) Koichisato est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14515)_Koichisato;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895873;(14516) 1996 HM11;0;null;Q19625809;3;(14516) 1996 HM11 est un astéroïde de la ceinture principale d'astéroïdes de 3,393 km de diamètre découvert en 1996.<p><p>;null;https://fr.wikipedia.org/wiki/(14516)_1996_HM11;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9535267;(14517) Monitoma;0;null;Q2622739;1;(14517) Monitoma est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14517)_Monitoma;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895875;(14518) 1996 RZ30;0;null;Q8221730;2;(14518) 1996 RZ30 est un astéroïde troyen de Jupiter de 17,245 km de diamètre découvert en 1996.;null;https://fr.wikipedia.org/wiki/(14518)_1996_RZ30;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9517101;(14519) Ural;0;null;Q257951;9;(14519) Ural est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14519)_Ural;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9508494;(1452) Hunnia;0;null;Q139332;2;(1452) Hunnia est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(1452)_Hunnia;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895877;(14520) 1997 GC11;0;null;Q19625810;2;(14520) 1997 GC11 est un astéroïde de la ceinture principale d'astéroïdes de 2,779 km de diamètre découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14520)_1997_GC11;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895879;(14521) 1997 GL15;0;null;Q19625811;2;(14521) 1997 GL15 est un astéroïde de la ceinture principale d'astéroïdes découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14521)_1997_GL15;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895881;(14522) 1997 GS21;0;null;Q19625812;3;(14522) 1997 GS21 est un astéroïde de la ceinture principale d'astéroïdes découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14522)_1997_GS21;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895883;(14523) 1997 GV21;0;null;Q19625813;2;(14523) 1997 GV21 est un astéroïde de la ceinture principale d'astéroïdes de 3,165 km de diamètre découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14523)_1997_GV21;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895885;(14524) 1997 GK23;0;null;Q19625814;2;(14524) 1997 GK23 est un astéroïde de la ceinture principale d'astéroïdes de 3,683 km de diamètre découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14524)_1997_GK23;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895887;(14525) 1997 GV35;0;null;Q19625815;4;(14525) 1997 GV35 est un astéroïde de la ceinture principale d'astéroïdes découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14525)_1997_GV35;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9457350;(14526) Xénocrate;9457355;(14526)_Xenocrates;Q2622574;2;(14526) Xénocrate, désignation internationale (14526) Xenocrates, est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14526)_X%C3%A9nocrate;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
9457350;(14526) Xénocrate;0;null;Q2622574;2;(14526) Xénocrate, désignation internationale (14526) Xenocrates, est un astéroïde de la ceinture principale d'astéroïdes.;null;https://fr.wikipedia.org/wiki/(14526)_X%C3%A9nocrate;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895889;(14527) 1997 JD12;0;null;Q19625816;2;(14527) 1997 JD12 est un astéroïde de la ceinture principale d'astéroïdes découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14527)_1997_JD12;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
11895891;(14528) 1997 JN15;0;null;Q19625817;2;(14528) 1997 JN15 est un astéroïde de la ceinture principale d'astéroïdes découvert en 1997.;null;https://fr.wikipedia.org/wiki/(14528)_1997_JN15;Pas de message d'erreur Wikipedia;{Q3863};{null};{null};{null};{null};null;Pas de message d'erreur Wikidata;null
