id;title;redirect_id;redirect_title;wikibase_item;pageviews;extracts;thumbnail;link;msg_erreur1;P31;P361;P279;P8225;P106;site_officiel;msg_erreur2;balise_mere
6892939;!T.O.O.H.!;0;null;Q1622767;14;!T.O.O.H.! est un groupe tchèque de death metal progressif. Au début, les paroles de leurs chansons se centraient sur le gore, avant de se centrer sur la politique et les inégalités sociales.;null;https://fr.wikipedia.org/wiki/!T.O.O.H.!;Pas de message d'erreur Wikipedia;{Q215380};{NULL};{NULL};{NULL};{NULL};http://bandzone.cz/tooh;Pas de message d'erreur Wikidata ;
0;null;0;null;null;0;null;null;null;null.No Query! Page Wikipedia NULL:'�?hi'a;{NULL};{NULL};{NULL};{NULL};{NULL};null;null.Page Wikidata NULL Wikibase_item non existant;
9125021;!Wowow!;0;null;Q4540201;7;!Wowow! est un collectif d'artistes de Peckham (Londres). Également connus sous le nom de The Children of !Wowow!, ce collectif regroupe des artistes, des créateurs de mode, des écrivains et des musiciens.;null;https://fr.wikipedia.org/wiki/!Wowow!;Pas de message d'erreur Wikipedia;{Q1400264};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
4433171;!!;0;!_!;Q353153;36;‼ (« double point d'exclamation ») peut faire référence à :<p><p>la notation d'un très bon coup aux échecs <p><p>l'opérateur double factorielle en mathématiques <p><p>un clic rétroflexe, une famille de clics phonétiques en !Kung et en damin (en).Le double point d'exclamation est présent dans Unicode sous le code U+203C​. Il est souvent utilisé pour accentuer une exclamation.;null;https://fr.wikipedia.org/wiki/!!;Pas de message d'erreur Wikipedia;{Q4167410};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9367494;! (album);0;null;Q4540205;14;! est le premier album studio du groupe de rock indépendant américain The Dismemberment Plan sorti le 2 octobre 1995 chez DeSoto Records (en).<p>Le batteur originel du groupe, Steve Cummings, joue dans cet album mais quittera rapidement le groupe après sa sortie.;null;https://fr.wikipedia.org/wiki/!_(album);Pas de message d'erreur Wikipedia;{Q482994};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
7563679;! (homonymie);0;null;Q404000;36;Cet article recense les usages du terme ou du symbole « ! ».;null;https://fr.wikipedia.org/wiki/!_(homonymie);Pas de message d'erreur Wikipedia;{Q4167410};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
4973964;Indigo Books and Music;0;!ndigo;Q2477358;147;Indigo Books & Music (TSX : IDG), est une chaîne canadienne de librairies proposant également des produits culturels tels que des disques et des DVD.;https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Indigo_logo.png/120px-Indigo_logo.png;https://fr.wikipedia.org/wiki/Indigo_Books_and_Music;Pas de message d'erreur Wikipedia;{Q4830453,Q42414514,Q891723};{NULL};{NULL};{NULL};{NULL};https://www.chapters.indigo.ca/en-ca/;Pas de message d'erreur Wikidata ;
177162;Guillemet;0;"";Q8043;39837;Le guillemet est un signe typographique de ponctuation, principalement utilisé par paire d’un guillemet ouvrant et d’un guillemet fermant. Leurs formes (simple ou double, en chevron ou en apostrophe) et positions (gauche ou droite) varient selon les langues, les régions ou la direction du système d’écriture utilisé.<p>Le principal usage des guillemets est de mettre en relief une expression, un terme ou une citation. Les guillemets s’emploient ainsi pour le discours rapporté et les dialogues. Ils sont parfois utilisés pour indiquer que le terme ou l’expression mis en exergue n’a pas sa signification littérale ou habituelle — on parlera alors de guillemets d’ironie.;null;https://fr.wikipedia.org/wiki/Guillemet;Pas de message d'erreur Wikipedia;{Q10617810,Q36975};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
7444141;@;0;@_(album);Q15073301;42;“@” est un album de John Zorn et Thurston Moore sorti en 2013. Il s'agit d'un album studio entièrement improvisé par les deux musiciens.;null;https://fr.wikipedia.org/wiki/%22@%22;Pas de message d'erreur Wikipedia;{Q482994};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
14059114;Albert Miserey;0;Albert_Ernest_Miserey;Q105597443;15;Albert Miserey né à Ménilles (Eure) le 31 juillet 1862 et mort à Pacy-sur-Eure (Eure) le 18 novembre 1938 est un sculpteur français.;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Albert_Miserey_BNF_bpt6k1066620h_448.jpg/80px-Albert_Miserey_BNF_bpt6k1066620h_448.jpg;https://fr.wikipedia.org/wiki/Albert_Miserey;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q1281618};null;Pas de message d'erreur Wikidata ;
11558549;Big Donnie MacLeod;0;Big_Donnie_MacLeod;Q18645783;2;Donald Archie « Big Donnie » MacLeod (11 décembre 1928 – 3 janvier 2003) est un homme politique canadien. Il a représenté la circonscription du Cap-Breton-Ouest à l'Assemblée législative de la Nouvelle-Écosse de 1981 à 1988. Il a été membre du Parti Progressiste-Conservateur de la Nouvelle-Écosse.;null;https://fr.wikipedia.org/wiki/Big_Donnie_MacLeod;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q82955};null;Pas de message d'erreur Wikidata ;
746862;Memo Aguirre;0;Capitán_Memo;Q3305495;12;Juan Guillermo Aguirre (né le 22 décembre 1952) mieux connu sous le nom de Memo Aguirre ou de Capitán Memo, est un chanteur et compositeur chilien, célèbre en Amérique latine dans les années 1970 et 1980 comme voix de super-héros de dessin animé. Il a notamment écrit et chanté la version latino-américaine du thème He-Man de la série animée He-Man et les maîtres de l'univers.;null;https://fr.wikipedia.org/wiki/Memo_Aguirre;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q639669,Q177220,Q36834};null;Pas de message d'erreur Wikidata ;
14380346;Gröhler;0;Gröhler;Q1551633;7;Gröhler est un nom de famille d'origine allemande notamment porté par :<p><p>Hermann Gröhler (1862-1958), philologue allemand, spécialiste de l'onomastique <p><p>Klaus-Dieter Gröhler (1966-), homme politique allemand.;null;https://fr.wikipedia.org/wiki/Gr%C3%B6hler;Pas de message d'erreur Wikipedia;{Q4167410};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
1211200;« HA »;0;HA;Q2804572;26;« HA » ou encore « HA » - Killing Joke Live est le 1er enregistrement public du groupe de post-punk Killing Joke à avoir été distribué commercialement. Les prises de son ont été effectuées au Larry's Hideaway de Toronto, au Canada, les 9 et 10 août 1982.<p>Originellement distribué en format Extended play, cet album a été réédité sur support CD en 2005 par Virgin Records. Les trois derniers titres ne figurent que sur cette dernière édition.;null;https://fr.wikipedia.org/wiki/%C2%AB_HA_%C2%BB;Pas de message d'erreur Wikipedia;{Q482994};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
1609976;Heroes;0;null;Q595352;645;Heroes est le douzième album studio de David Bowie, sorti en 1977, et le deuxième de sa trilogie berlinoise, entre Low et Lodger.;null;https://fr.wikipedia.org/wiki/%22Heroes%22;Pas de message d'erreur Wikipedia;{Q482994};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
2967984;Heroes (chanson de David Bowie);0;null;Q701655;748;Heroes est une chanson écrite et composée par David Bowie et Brian Eno. Elle est parue en 1977 sur l'album Heroes. Produite par Bowie et Tony Visconti, elle fut distribuée à la fois en tant que single et en tant que titre phare de l'album Heroes. Un pur produit de la très fertile période berlinoise de Bowie, la vie à l'intérieur de la ville est cristallisée en un conte de deux amants qui se réunissent à l'ombre du Mur de la Honte (Wall of Shame, le Mur de Berlin). Bien que n'ayant pas été un gros succès au Royaume-Uni ou aux États-Unis à sa sortie, Heroes est devenue avec le temps l'une des chansons phares de Bowie et reste bien connue aujourd'hui encore grâce à son utilisation dans de...;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Heroes_by_David_Bowie_UK_vinyl_single.jpg/120px-Heroes_by_David_Bowie_UK_vinyl_single.jpg;https://fr.wikipedia.org/wiki/%22Heroes%22_(chanson_de_David_Bowie);Pas de message d'erreur Wikipedia;{Q134556};{Q595352};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
1545506;« I Quit » match;0;I_Quit_Match;Q1317101;37;Le « I Quit » match est un type de match au catch.<p>Il peut se dérouler n'importe où et, pour l'emporter, un catcheur doit obliger son adversaire à dire « I Quit » (en français, « j'abandonne ») dans le microphone que lui tend l'arbitre. Ce match est sans disqualification ni décompte à l'extérieur. Généralement pour remporter le match, le catcheur applique une prise de soumission ou alors frappe assez fort pour provoquer une forte douleur et ainsi, le pousser à abandonner.;null;https://fr.wikipedia.org/wiki/%C2%AB_I_Quit_%C2%BB_match;Pas de message d'erreur Wikipedia;{NULL};{NULL};{Q16510064};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
1545506;« I Quit » match;0;I_Quit_match;Q1317101;37;Le « I Quit » match est un type de match au catch.<p>Il peut se dérouler n'importe où et, pour l'emporter, un catcheur doit obliger son adversaire à dire « I Quit » (en français, « j'abandonne ») dans le microphone que lui tend l'arbitre. Ce match est sans disqualification ni décompte à l'extérieur. Généralement pour remporter le match, le catcheur applique une prise de soumission ou alors frappe assez fort pour provoquer une forte douleur et ainsi, le pousser à abandonner.;null;https://fr.wikipedia.org/wiki/%C2%AB_I_Quit_%C2%BB_match;Pas de message d'erreur Wikipedia;{NULL};{NULL};{Q16510064};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
14018001;Jean-Jacques Mamba;0;Jean-Jacques_Mamba;Q106081591;50;Jean-Jacques Mamba, de son nom complet Jean-Jacques Mamba Kabamba est un député congolais.;null;https://fr.wikipedia.org/wiki/Jean-Jacques_Mamba;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q82955};null;Pas de message d'erreur Wikidata ;
746862;Memo Aguirre;0;Juan_Guillermo_Aguirre;Q3305495;12;Juan Guillermo Aguirre (né le 22 décembre 1952) mieux connu sous le nom de Memo Aguirre ou de Capitán Memo, est un chanteur et compositeur chilien, célèbre en Amérique latine dans les années 1970 et 1980 comme voix de super-héros de dessin animé. Il a notamment écrit et chanté la version latino-américaine du thème He-Man de la série animée He-Man et les maîtres de l'univers.;null;https://fr.wikipedia.org/wiki/Memo_Aguirre;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q639669,Q177220,Q36834};null;Pas de message d'erreur Wikidata ;
14305307;Laura Lepetit;0;Laura_Lepetit;Q16571317;11;Laura Lepetit, née le 3 août 1932 à Rome (Italie) et morte le 6 août 2021 à Poggio Murella, est une éditrice féministe italienne, connue pour avoir fondée la maison d’édition La Tartaruga en 1975.;null;https://fr.wikipedia.org/wiki/Laura_Lepetit;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q2516866};null;Pas de message d'erreur Wikidata ;
8564717;Margraviat de Landsberg;0;Marche_de_Landsberg;Q282375;8;Le Margraviat de Landsberg (allemand : Mark Landsberg) est une marche du Saint-Empire qui a existé du XIIe siècle au XIVe siècle. Il tient son nom du château de Landsberg situé de nos jours en Saxe-Anhalt. Son territoire s'étendait entre les rivières Saale et Elbe.;null;https://fr.wikipedia.org/wiki/Margraviat_de_Landsberg;Pas de message d'erreur Wikipedia;{Q27492289};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
13949438;Mariam Kamara;0;Mariam_Kamara;Q105565734;230;Mariam Kamara est une architecte nigérienne née en 1979 à Saint-Étienne, France.Après des études en informatique aux États-Unis, elle se lance dans l'architecture. Diplômée de l'Université de Washington, elle crée en 2014 à Niamey l’Atelier Masomi qui s’attache à redéfinir l’architecture urbaine en Afrique en se focalisant sur le local et le durable.<p>Mariam Kamara est membre fondatrice du collectif international d’architectes United4design, qui travaille sur des projets aux États-Unis, en Afghanistan et au Niger.<p>Elle enseigne l’urbanisme à l’université Brown, dans l’État de Rhode Island.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Mariam_Kamara_OTRS.jpg/120px-Mariam_Kamara_OTRS.jpg;https://fr.wikipedia.org/wiki/Mariam_Kamara;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q42973};null;Pas de message d'erreur Wikidata ;
14244136;Messe rouge;0;Messe_rouge;Q7304576;88;Une messe rouge est une messe solennelle célébrée chaque année par l'Église catholique pour tous les membres de la profession juridique, quelle que soit leur appartenance religieuse : juges, avocats, professeurs de droit, étudiants en droit et représentants du gouvernement, marquant l'ouverture de l'année judiciaire.;https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Red_Mass_2012_%2811222993585%29.jpg/80px-Red_Mass_2012_%2811222993585%29.jpg;https://fr.wikipedia.org/wiki/Messe_rouge;Pas de message d'erreur Wikipedia;{NULL};{NULL};{Q6783971};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
12273856;Monument for V. Tatlin;0;Monument_for_V._Tatlin;Q60191880;10;Monument for V. Tatlin est une sculpture réalisée par Dan Flavin en 1964-1965. Il s'agit de huit tubes fluorescents d'un blanc froid montés sur une structure en métal peint en hommage au constructiviste Vladimir Tatline. Elle est conservée au musée national d'Art moderne, à Paris.;null;https://fr.wikipedia.org/wiki/Monument_for_V._Tatlin;Pas de message d'erreur Wikipedia;{Q860861};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
3841836;Ordre royal du Cambodge;0;Ordre_du_Cambodge;Q1381770;159;L'Ordre royal du Cambodge est un ordre honorifique fondé le 8 février 1864 par le roi du Cambodge Norodom Ier. Cet ordre a pour but de récompenser les services civils et militaires.<p>Cet ordre comporte cinq classes : Grand-croix, Grand-Officier, Commandeur, Officier et Chevalier. La décoration est constituée d'un médaillon comportant les armes royales, médaillon surmonté d'une couronne (les tout premiers modèles ne comportaient toutefois pas de couronne).<p>Il devint ordre colonial français de 1896 à 1948. Il fut alors décerné tant par le roi du Cambodge que par le président de la République française et fut notamment attribué aux fonctionnaires français, officiers (et aux sous-officiers pour le...;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Ordre_royal_Cambodge_2.jpg/95px-Ordre_royal_Cambodge_2.jpg;https://fr.wikipedia.org/wiki/Ordre_royal_du_Cambodge;Pas de message d'erreur Wikipedia;{Q193622};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
1680357;Électricité de France;0;Projet_Hercule;Q274591;21084;Électricité de France (EDF) est une entreprise française, de production et de fourniture d’électricité, détenue à plus de 80 % par l'État.<p>L'entreprise est le premier producteur et le premier fournisseur d’électricité en France et en Europe. Au niveau mondial, EDF était en 2017 le deuxième producteur d’électricité derrière China Energy Investment (en), en matière de puissance installée, et la troisième compagnie d’électricité au monde par son chiffre d’affaires, après la State Grid China et l'italien Enel.;https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/EDF_Tower_2%2C_La_D%C3%A9fense%2C_July_2013.jpg/120px-EDF_Tower_2%2C_La_D%C3%A9fense%2C_July_2013.jpg;https://fr.wikipedia.org/wiki/%C3%89lectricit%C3%A9_de_France;Pas de message d'erreur Wikipedia;{Q4830453,Q1326624,Q6881511,Q891723};{Q648828};{NULL};{NULL};{NULL};https://www.edf.com/;Pas de message d'erreur Wikidata ;
5418124;« Q »;0;Q;Q3131520;11;« Q » est le 10e single du groupe AAA sorti sous le label Avex Trax le 6 septembre 2006 au Japon. Il atteint la 10e place du classement de l'Oricon et reste classé 4 semaines, pour un total de 14 809 exemplaires vendus.<p>« Q » a été utilisé comme thème musical pour le Japan High School Quiz Championship. La chanson principale est présente sur la compilation Attack All Around, sur l'album remix AAA Remix ~non-stop all singles~, ainsi que sur l'album All et le mini album All/2.;null;https://fr.wikipedia.org/wiki/%C2%AB_Q_%C2%BB;Pas de message d'erreur Wikipedia;{Q7366};{Q2837446};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
14171207;Roger Lavenir;0;Roger_Lavenir;Q107065203;8;Roger Lavenir, né le 8 octobre 1919 à Bois-Colombes et mort le 31 juillet 2005 à Saint-Maximin-la-Sainte-Baume, est un combattant de la France libre, compagnon de la Libération.;null;https://fr.wikipedia.org/wiki/Roger_Lavenir;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q4991371};null;Pas de message d'erreur Wikidata ;
7729894;Riverdream;0;Rêve_de_Fevre;Q2915854;60;Riverdream (titre original : Fevre Dream) est un roman d'horreur écrit par George R. R. Martin et publié en 1982. Il a été ensuite publié en français aux éditions Mnémos en 2005. Les éditions Pygmalion le rééditent en 2019 sous le titre Rêve de Fevre.;null;https://fr.wikipedia.org/wiki/Riverdream;Pas de message d'erreur Wikipedia;{Q47461344};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
14269148;Stephanie Brock;0;Stephanie_L._Brock;Q55742349;1;Stephanie Lee Brock est une chimiste américaine qui est professeure de chimie inorganique à l'Université de Wayne State. Ses recherches portent sur les pnictides métalliques et les nanomatériaux chalcogénures. Elle est membre de l'Association américaine pour l'avancement des sciences et de l'American Chemical Society.;null;https://fr.wikipedia.org/wiki/Stephanie_Brock;Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q1650915};http://clas.wayne.edu/brockgroup/;Pas de message d'erreur Wikidata ;
2679644;Billy Graham (catch);0;Superstar_Billy_Graham;Q863115;119;Eldridge Wayne Coleman, plus connu sous le nom de « Superstar » Billy Graham, est un catcheur (lutteur professionnel) américain, né le 7 juin 1943 à Paradise Valley, en Arizona.<p>Il est brièvement joueur de football canadien en 1968 chez les Alouettes de Montréal et n'est pas conservé la saison suivante. <p>Il décide de devenir catcheur en 1969 après s'être entrainé auprès de Stu Hart et commence sa carrière à la Stampede Wrestling, la fédération de catch de Hart. Il retourne ensuite aux États-Unis où il prend le nom de ring de Billy Graham dans les territoires de la National Wrestling Alliance puis à l'American Wrestling Association.<p>C'est à la World Wide Wrestling Federation (WWWF) qu'il devient...;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Superstar_Billy_Graham.jpg/90px-Superstar_Billy_Graham.jpg;https://fr.wikipedia.org/wiki/Billy_Graham_(catch);Pas de message d'erreur Wikipedia;{Q5};{NULL};{NULL};{NULL};{Q13474373};http://superstarbillygraham.com/;Pas de message d'erreur Wikidata ;
9307073;Weird Al Yankovic (album);0;Weird_Al_Yankovic_(album);Q2704148;15;Weird Al Yankovic est le premier album du parodiste Weird Al Yankovic sorti en 1983.;null;https://fr.wikipedia.org/wiki/Weird_Al_Yankovic_(album);Pas de message d'erreur Wikipedia;{Q482994};{Q68555091};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
9307086;Weird Al Yankovic in 3-D;0;Weird_Al_Yankovic_in_3-D;Q2545429;5;Weird Al Yankovic in 3-D est le second album du parodiste Weird Al Yankovic, sorti en 1984.;null;https://fr.wikipedia.org/wiki/Weird_Al_Yankovic_in_3-D;Pas de message d'erreur Wikipedia;{Q482994};{NULL};{NULL};{NULL};{NULL};http://www.alsongs.com/index.cfm?view=album&AlbumNumber=2;Pas de message d'erreur Wikidata ;
14321548;The 06 Female;0;The_06_Female_(832F);Q85790087;16;The 06 Female était une louve (loup gris) du parc national de Yellowstone, aussi connue par son identifiant de recherche 832F. Ce surnom anglais lui a été donné par les rechercheurs et les visiteurs réguliers du parc s'intéressant aux loups et est symbolique de l'année de naissance de cette louve, soit en 2006 ,.<p>La mort de cette louve, tuée légalement par balle durant la période de chasse de l'État du Wyoming de 2012 - 2013, et ce, tout juste à l'extérieur du Parc national, où la chasse est interdite, a avivé les débats en lien avec les concepts de la chasse et de la protection des loups dans les États du Wyoming, du Montana et de l'Idaho.<p>Le livre best-seller intitulé American Wolf en anglais...;null;https://fr.wikipedia.org/wiki/The_06_Female;Pas de message d'erreur Wikipedia;{NULL};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
912603;This Is Our Punk-Rock, Thee Rusted Satellites Gather+Sing;0;null;Q425901;12;« This Is Our Punk-Rock, Thee Rusted Satellites Gather+Sing » est le troisième album du groupe A Silver Mt. Zion sorti en 2003 par le label Constellation Records. Le groupe change une fois de plus de nom sur cet album pour s'appeler « The Silver Mt. Zion Memorial Orchestra and Tra-la-la Band with Choir ».<p>Pour cet album, le groupe a assemblé un chœur amateur composé d'une douzaine de leurs amis et collègues. Le livret contient une page de la partition chantée par le chœur sur la première chanson (le « fasola »).<p>Cet album a essentiellement été enregistré comme un requiem pour les espaces ouverts et abandonnés de Montréal (la ville dont le groupe est originaire), ainsi que pour toutes les pertes...;null;https://fr.wikipedia.org/wiki/%22This_Is_Our_Punk-Rock,%22_Thee_Rusted_Satellites_Gather%2BSing;Pas de message d'erreur Wikipedia;{Q482994};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
10402861;Tondeur;0;Tondeur;Q15851167;6;;null;https://fr.wikipedia.org/wiki/Tondeur;Pas de message d'erreur Wikipedia;{Q4167410};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
13526228;Troupes internes de Russie;0;Troupes_internes_de_Russie;Q60667;98;Les troupes internes du Ministère des affaires intérieures de la Fédération de Russie (en russe : Внутренние войска Министерства внутренних дел Российской Федерации, abrégé ВВ), aussi appelées troupes de l'Intérieur, était une force paramilitaire de la fédération de Russie. Le 5 avril 2016, elles ont été officiellement séparé du Ministère de l’intérieur pour former la base de la Garde nationale de Russie.;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Emblem_of_the_Ministry_of_Internal_Affairs.svg/120px-Emblem_of_the_Ministry_of_Internal_Affairs.svg.png;https://fr.wikipedia.org/wiki/Troupes_internes_de_Russie;Pas de message d'erreur Wikipedia;{Q176799};{NULL};{NULL};{NULL};{NULL};null;Pas de message d'erreur Wikidata ;
